id,tier,score,bucket,theme,type,title,what,why,modules,effort,impact,depends_on,novelty,status,evidence,notes
R093,4 - Backlog,58,B8,Decarbonization & Monetization,feature,Meter every API hit into a usage ledger by compute weight,Clone the kv_state channel_usage atomic counter into api_usage:<user_id>:<route_class>:<YYYY-MM>; bump in _authenticate_or_reject after a resolved user_id. Add get_api_usage()/check_api_quota().,Reuses a proven atomic-increment ledger for per-user API metering + abuse caps with no new infra. Covers all 4 authed verb dispatchers via the single auth chokepoint.,engine/api_usage.py (new); worker/api_server.py:355 (hook); engine/alert_delivery.py:2499-2620 (pattern),M,Med,"Add entitlement layer: scope tokens to a plan, enforce in one gate",sharpened,verified-revised,alert_delivery.py:2607 ON CONFLICT atomic increment + _authenticate_or_reject api_server.py:355; backtests/health is PUBLIC pre-auth (api_server.py:8…,"impact85 feas82 fit78 nov80; reuses proven atomic ledger, enables invoicing+abuse caps, abuse-cap honesty | Ledger+auth anchors real, api_usage.py absent. But backtests-health is …"
R094,4 - Backlog,56,B7,"Platform, Scale & Code Quality",refactor,Extract a typed storage DAO over the SQLite tables,"Add state/store.py exposing typed methods (save_alert, list_snapshots, kv_get/set...) wrapping the raw SQL now scattered across non-state modules; route all conn.execute through it, keyed off DATABASE_URL so SQLite→Postgres is a one-line s…",44 modules issue raw conn.execute against bare get_connection() — schema or backend change touches every call site; no abstraction seam to ever scale past one contended SQLite file.,state/db.py; state/migrations.py; state/user_scope.py,L,Med,,sharpened,carried,44 non-state non-test files call conn.execute/get_connection(); no DATABASE_URL anywhere in state/,"impact68/feas40/fit60/nov58: verified 44-file raw-SQL scatter, no DATABASE_URL; right seam but L-effort, no near-term Postgres driver"
R095,4 - Backlog,54,B7,"Platform, Scale & Code Quality",infra,Build a shared async ingestion service that stamps provenance once,"Add data/ingest_service.py that concurrently refreshes all feeds (ThreadPoolExecutor over the *_wrapped fetchers) into the parquet cache via cache_manager, stamping each entry's DataSource (real/cached/synthetic) at write time; app/schedul…",Feeds refresh serially per-process with no concurrency; provenance pill is bypassed on hot paths because primary fetchers return bare dicts. One warm-and-stamp service fixes both — closing the honest…,data/cache_manager.py; data/quality.py; worker/scheduler.py,L,Med,,sharpened,carried,cache_manager get_or_fetch single-key sync; 0 ThreadPoolExecutor/asyncio anywhere in data/; DataSource stamping only on *_wrapped variants,impact66/feas40/fit72/nov55: verified 0 concurrency in data/ + stamping only on wrapped; strong honesty-fit but L-effort overlaps cache_manager
R096,1 - Do First,89,INST,OMS/EMS Trading Desk (Charles River / Bloomberg AIM),infra,Persist positions to DB with versioned position ledger,"New state/positions.py + schema v29 positions table (user_id, ticker, sector, shares, avg_cost, opened_at, closed_at, version); replace tab_portfolio session_state store with user-scoped load/save_positions.","An OMS book must be durable, per-account, and point-in-time. Ship's book evaporates on refresh and is identical for every user — and several existing recs (sizer, blotter, book-VaR) silently depend o…",state/positions.py; state/db.py; state/migrations.py; state/user_scope.py; ui/tab_portfolio.py,M,High,,institutional-gap,SHIPPED (next commit),"tab_portfolio.py:162-163 session_state-only, _DEFAULT_POSITIONS hardcoded; no positions.py; db.py max schema v28; user_scope.scope_filter_sql exists","[done 2026-06-04] impact95/feas85/fit98/nov72: the OMS foundation everything else (P&L, blotter, limits) requires; reuses user_scope+migrations chassis | tract=moderate | Confirmed absent + not covered by R008/R019/R0…"
R097,1 - Do First,87,INST,Data Governance & Lineage (golden-source / point-in-time DB…,data,Persist a per-fetch provenance ledger every feed stamps,"Add state table data_fetches (v29) + record_fetch() wrapping cache_manager.get_or_fetch; persist source/key/row_count/DataSource.kind+quality/as_of/byte_hash per call, and emit DataSource on feeds' primary path.","An auditor must answer 'did signal X run on real or synthetic input on date Y'; today only scheduled liveness pings exist (source_health), no per-fetch lineage row is ever written.",data/cache_manager.py; data/quality.py; engine/source_health.py; state/db.py; state/migrations.py,L,High,,institutional-gap,verified,cache_manager.py:59-68 parquet-only; db.py:290 SCHEMA_VERSION=28; quality.py:70 in-memory; docs/DATA_PROVENANCE.md:27-33,"impact90 feas78 fit95 nov72; the lineage spine R063/R095 assume but nobody built; sharpens existing realness-board recs | tract=moderate | Confirmed: 13 get_or_fetch callers, no ledger row anywhere; …"
R098,1 - Do First,86,INST,Enterprise Security & Identity,security,"RBAC gate: privileged admin scope self-asserted, role unenforced",Add auth/authz.py require_role + gate the audit admin-scope toggle/arbitrary-user_id box on User.role server-side (tab_data_health.py:1589/1604) and route role through _authenticate_or_reject so the API can deny non-admins; persist role ch…,Any logged-in non-admin can check 'All users (admin)' or type another user's id to read the org-wide audit log; role is modeled (users.py:99) but never enforced anywhere.,auth/authz.py (new); auth/users.py; worker/api_server.py; ui/tab_data_health.py,M,High,,institutional-gap,verified,"api_server.py:355 returns only user_id, grep role=0; tab_data_health.py:1606 admin_scope→None gated by client checkbox; :1604 honors arbitrary user_id",role field already modeled but totally unenforced; single auth chokepoint to gate; core institutional expectation | tract=moderate | REST DELETEs already per-user-scoped (api_server.py:35); live hole…
R099,1 - Do First,86,INST,Compliance & Surveillance (sanctions / trade surveillance /…,security,Add RBAC require_role + maker-checker on privileged config,Add auth.require_role + a pending_changes table so save_rules/reset_rules/vault.rotate_key/invitations stage a change a second admin must approve; both legs audited via existing record_audit.,"Separation of duties: no single user should silently alter alert thresholds, screening rules, or rotate the master encryption key — a core SOC2/sanctions-surveillance control.",auth/gate.py; auth/users.py; engine/alert_engine_v2.py; state/vault.py; state/migrations.py; auth/audit.py,L,High,,institutional-gap,verified,"No authz/require_role/maker-checker in repo; save_rules:1874 + reset_rules:2066 + vault.rotate_key:359 audit-only, zero role gate",Top institutional control; admin role exists but is unenforced everywhere; larger build but high-leverage | tract=large | Whole-repo grep for require_role/pending_changes empty; only role=='admin' us…
R100,1 - Do First,85,INST,Compliance & Surveillance (sanctions / trade surveillance /…,security,Tamper-evident hash-chain for the audit log,"Add prev_hash/row_hash columns (v29) to audit_events, chain them in record_audit, and add verify_chain() in engine/audit_search.py; export the chain head to delivery so it's tamper-EVIDENT, not just self-checkable.","Surveillance/compliance demands a provably-unedited who-did-what trail; auth/audit.py:32 disclaims this and db_anonymize/prune UPDATE rows freely, voiding every guarantee.",auth/audit.py; engine/audit_search.py; state/migrations.py; state/db.py,M,High,,institutional-gap,SHIPPED (next commit; 4-agent review-hardened),auth/audit.py:32-38 disclaims chaining; db.py:600-616 audit_events has no hash cols; db_anonymize.py:650 UPDATEs freely,"[done 2026-06-04] High institutional fit + novelty; single-module write-path change, table already exists; the bedrock of records integrity | tract=moderate | Genuinely missing; buildable. Pure in-DB chain is only tam…"
R101,1 - Do First,85,INST,Quant Research Platform (point-in-time + rigorous backtesti…,feature,Deflated + probabilistic Sharpe with trial-count haircut,"New processing/stat_significance.py: deflated_sharpe(sr,n,skew,kurt,n_trials)+PSR+confidence, fed trial count from alpha_engine's ~6 strategies x 5 tickers and the processing/*_backtest.py suite; report alongside every raw sharpe/IR.",An allocator cannot accept a quoted Sharpe without a selection-bias haircut; raw Sharpe over-states skill once you count strategies/tickers tried.,processing/stat_significance.py; engine/carrier_factor_model.py; engine/cointegration.py; engine/alpha_engine.py,M,High,,institutional-gap,SHIPPED (next commit),carrier_factor_model.py:484-503 + cointegration.py BacktestResult report raw sharpe/IR; grep deflated|probabilistic|PSR|PBO repo-wide = 0; alpha_engi…,"[done 2026-06-04] Pure-fn add atop existing walk-forwards; first honesty gate on the headline performance stat; novel here | tract=moderate | Genuine: no stat_significance.py, zero multiple-testing machinery. Note: ~6…"
R102,1 - Do First,85,INST,OMS/EMS Trading Desk (Charles River / Bloomberg AIM),feature,Freeze and mark-to-market a point-in-time signal ledger,"Scheduler job freezes each EquityIdea (id, ticker, direction, conviction, generated_at, entry close) into a never-refit signal_ledger table, then marks each forward on real closes — OMS fill-state per signal.","No ledger table exists (schema v28); EquityIdea is never persisted and alpha_engine defers realized Sharpe to it. Without it, no track record an allocator will trust.",state/db.py; processing/disruption_cascade.py; data/stock_feed.py; worker/scheduler.py; processing/signal_validation.py,L,High,Persist positions to DB with versioned position ledger,institutional-gap,verified,"alpha_engine.py:688 'realized Sharpe requires PIT ledger (R004)'; disruption_cascade.py:451-475 EquityIdea has generated_at, no idea_id, no persist",impact95/feas78/fit98/nov75: SHARPENS R004 with OMS fill-state framing; the track-record keystone; L-effort docks feasibility | tract=large | Real gap: signal_validation.py is a contemporaneous look-…
R103,1 - Do First,85,INST,Quant Research Platform (point-in-time + rigorous backtesti…,feature,"Net-of-cost, turnover & capacity layer for backtests","Add processing/cost_model.py: deduct per-rebalance turnover x (commission+half-spread+impact) in all three backtests (portfolio_optimizer, cointegration, carrier_factor_model); report gross-vs-net Sharpe + ADV-capacity ceiling.",All three backtests realize raw PnL with zero cost; residual/coint rules flip long/short every signal. Gross Sharpe on thin shippers (ZIM/MATX/SBLK/DAC) is uninvestable and misleading.,engine/portfolio_optimizer.py; engine/cointegration.py; engine/carrier_factor_model.py; processing/cost_model.py(new); ui/tab_idea_engine.py,M,High,,institutional-gap,verified,portfolio_optimizer.py:350 'no transaction cost'; cointegration.py:404 raw pos*(dy-b*dx); carrier_factor_model.py:473 pos*ret; cost_model.py absent,Explicit known gap flagged in code; turns gross toy results into investable net figures | tract=moderate | Confirmed: 0 cost/turnover/capacity in any backtest; cost_model.py missing; no rec (R035/R08…
R104,1 - Do First,85,INST,Enterprise Security & Identity,security,Add account disable/suspend kill-switch for users,Add users.is_active column (schema v29) + deactivate_user/reactivate_user in auth/users.py; login() and verify_token() reject inactive accounts; ops_cli users disable subcommand.,A security officer must instantly kill a compromised/offboarded account; today no off-switch exists short of editing SQLite directly.,auth/users.py; auth/tokens.py; state/db.py; state/migrations.py; tools/ops_cli.py,M,High,Enforce RBAC: add require_role gate on admin paths,institutional-gap,SHIPPED (next commit; ops_cli CLI wrapper deferred),db.py:511 _SCHEMA_V7 users table has no active col; users.py:334 login() & tokens.py:397 verify_token() lack active check; ops_cli only list/create,[done 2026-06-04 engine] basic IAM offboarding control entirely absent; small schema add on existing user table | tract=moderate | Schema at v28 (db.py:290) so v29 correct. require_role dep absent in gate.py — RBAC must prec…
R105,1 - Do First,85,INST,Quant Research Platform (point-in-time + rigorous backtesti…,refactor,"Backtests validate synthetic fixtures, never realized P&L",Thread real yfinance/FRED history into the no-arg backtest adapters so validators score against realized returns; keep synthetic synthesize_*() only as a flagged CI smoke path.,All 17 adapters call validators with no args -> synthesize realized=forecast+noise; validation is circular. DATA_PROVENANCE admits no P&L scoring. Institutional buyers reject self-referential validat…,tools/backtests.py; processing/disruption_forecast_backtest.py; engine/momentum_ranker_backtest.py; data/stock_feed.py,L,High,,institutional-gap,verified,"docs/DATA_PROVENANCE.md:113-114 'validate against each other, not P&L'; forecast_backtest.py:174 realized=forecast+noise; backtests.py:67-600 all no-…","Strikes the core honesty defect; large but reuses existing adapter shape and real feeds | tract=large | Confirmed: 17 no-arg adapters, circular synth in both backtests, stock_feed unused by validator…"
